iter	Passed	Remaining
511	1882	22170
512	1886	22166
513	1889	22158
514	1893	22163
515	1897	22162
516	1901	22154
517	1904	22147
518	1907	22141
519	1911	22139
520	1915	22132
521	1918	22125
522	1921	22119
523	1925	22112
524	1928	22105
525	1932	22098
526	1935	22093
527	1939	22088
528	1942	22083
529	1946	22077
530	1949	22069
531	1953	22063
532	1956	22056
533	1959	22047
534	1963	22040
535	1966	22036
536	1969	22029
537	1973	22021
538	1976	22018
539	1980	22012
540	1983	22005
541	1987	22007
542	1992	22009
543	1996	22007
544	2000	22010
545	2004	22012
546	2008	22015
547	2012	22014
548	2016	22015
549	2020	22012
550	2024	22007
551	2027	22002
552	2031	22001
553	2034	21992
554	2038	21985
555	2041	21979
556	2044	21972
557	2048	21966
558	2052	21962
559	2055	21954
560	2058	21945
561	2061	21940
562	2065	21934
563	2069	21930
564	2072	21923
565	2075	21917
566	2079	21913
567	2082	21907
568	2086	21904
569	2090	21902
570	2094	21898
571	2097	21893
572	2101	21892
573	2105	21888
574	2109	21887
575	2114	21899
576	2118	21896
577	2121	21893
578	2125	21889
579	2129	21885
580	2132	21877
581	2136	21873
582	2139	21872
583	2143	21870
584	2147	21866
585	2151	21867
586	2155	21870
587	2159	21865
588	2162	21859
589	2166	21855
590	2170	21853
591	2173	21849
592	2177	21848
593	2181	21844
594	2186	21856
595	2191	21860
596	2195	21859
597	2199	21864
598	2204	21869
599	2208	21868
600	2212	21870
601	2216	21872
602	2220	21873
603	2224	21868
604	2227	21862
605	2231	21862
606	2235	21861
607	2239	21859
608	2243	21853
609	2246	21847
610	2251	21855
611	2255	21852
612	2259	21856
613	2263	21853
614	2267	21854
615	2271	21855
616	2276	21858
617	2279	21853
618	2283	21853
619	2288	21854
620	2291	21850
621	2296	21852
622	2300	21860
623	2304	21858
624	2308	21853
625	2311	21849
626	2316	21858
627	2320	21855
628	2324	21854
629	2328	21854
630	2333	21857
631	2337	21856
632	2341	21853
633	2345	21853
634	2349	21855
635	2353	21854
636	2357	21853
637	2361	21855
638	2365	21853
639	2369	21851
640	2373	21848
641	2377	21848
642	2381	21848
643	2386	21854
644	2390	21859
645	2395	21867
646	2399	21866
647	2403	21862
648	2407	21864
649	2412	21865
650	2416	21862
651	2420	21865
652	2423	21859
653	2428	21865
654	2432	21866
655	2436	21861
656	2440	21862
657	2445	21868
658	2449	21866
659	2453	21866
660	2457	21862
661	2461	21864
662	2465	21861
663	2469	21860
664	2473	21855
665	2478	21863
666	2481	21861
667	2485	21859
668	2489	21855
669	2493	21856
670	2497	21855
671	2501	21853
672	2505	21850
673	2509	21850
674	2513	21847
675	2517	21846
676	2521	21841
677	2525	21846
678	2530	21847
679	2534	21845
680	2537	21841
681	2541	21838
682	2545	21837
683	2549	21836
684	2553	21837
685	2559	21846
686	2563	21844
687	2567	21846
688	2571	21846
689	2576	21852
690	2580	21852
691	2585	21857
692	2590	21862
693	2594	21863
694	2598	21860
695	2602	21857
696	2606	21855
697	2610	21857
698	2614	21857
699	2618	21854
700	2622	21855
701	2627	21857
702	2631	21854
703	2634	21850
704	2639	21849
705	2643	21848
706	2646	21842
707	2650	21841
708	2654	21837
709	2658	21835
710	2662	21832
711	2665	21826
712	2670	21829
713	2674	21834
714	2679	21833
715	2682	21829
716	2686	21826
717	2690	21824
718	2694	21818
719	2697	21814
720	2702	21814
721	2706	21813
722	2710	21811
723	2713	21807
724	2717	21802
725	2721	21802
726	2725	21800
727	2729	21795
728	2732	21792
729	2737	21795
730	2741	21790
731	2745	21788
732	2748	21783
733	2753	21785
734	2757	21783
735	2760	21779
736	2765	21781
737	2769	21781
738	2773	21778
739	2776	21773
740	2780	21768
741	2784	21768
742	2789	21769
743	2793	21768
744	2797	21764
745	2801	21768
746	2805	21765
747	2809	21765
748	2813	21761
749	2817	21760
750	2822	21761
751	2825	21757
752	2829	21755
753	2834	21760
754	2838	21757
755	2842	21753
756	2845	21748
757	2850	21748
758	2854	21746
759	2857	21742
760	2861	21735
761	2864	21731
762	2869	21731
763	2873	21728
764	2877	21727
765	2880	21723
766	2884	21720
767	2888	21716
768	2892	21714
769	2895	21708
770	2909	21774
771	2914	21780
772	2918	21784
773	2924	21792
774	2929	21796
775	2933	21794
776	2937	21797
777	2942	21798
778	2947	21802
779	2952	21808
780	2958	21821
781	2963	21825
782	2968	21830
783	2972	21828
784	2975	21824
785	2983	21848
786	2988	21850
787	2992	21849
788	2996	21851
789	3001	21854
790	3007	21863
791	3011	21864
792	3016	21867
793	3020	21865
794	3026	21876
795	3031	21884
796	3035	21883
797	3040	21885
798	3045	21892
799	3050	21893
800	3054	21893
801	3060	21901
802	3064	21904
803	3068	21902
804	3074	21911
805	3079	21913
806	3083	21912
807	3090	21930
808	3095	21934
809	3100	21940
810	3105	21942
811	3109	21945
812	3114	21949
813	3120	21955
814	3124	21957
815	3130	21966
816	3136	21976
817	3144	22004
818	3150	22015
819	3156	22028
820	3165	22061
821	3172	22073
822	3183	22123
823	3188	22127
824	3197	22159
825	3203	22167
826	3208	22171
827	3213	22176
828	3222	22210
829	3228	22220
830	3233	22221
831	3237	22219
832	3242	22221
833	3246	22218
834	3250	22215
835	3254	22216
836	3262	22235
837	3267	22241
838	3271	22237
839	3276	22240
840	3281	22247
841	3285	22244
842	3290	22247
843	3295	22247
844	3304	22277
845	3309	22279
846	3314	22283
847	3318	22284
848	3323	22285
849	3329	22292
850	3333	22291
851	3337	22290
852	3342	22291
853	3346	22290
854	3351	22291
855	3356	22297
856	3361	22299
857	3366	22303
858	3372	22309
859	3380	22337
860	3390	22370
861	3395	22373
862	3400	22380
863	3406	22387
864	3411	22388
865	3416	22392
866	3421	22398
867	3426	22397
868	3430	22397
869	3435	22399
870	3440	22402
871	3445	22400
872	3449	22400
873	3454	22401
874	3458	22401
875	3463	22399
876	3467	22398
877	3471	22396
878	3475	22394
879	3481	22398
880	3487	22411
881	3492	22410
882	3496	22411
883	3503	22421
884	3507	22422
885	3512	22420
886	3516	22419
887	3520	22415
888	3524	22411
889	3528	22407
890	3532	22406
891	3537	22403
892	3540	22398
893	3544	22393
894	3548	22389
895	3552	22384
896	3556	22383
897	3561	22383
898	3565	22382
899	3569	22378
900	3574	22379
901	3579	22383
902	3583	22379
903	3587	22375
904	3591	22372
905	3596	22372
906	3601	22376
907	3606	22378
908	3611	22379
909	3615	22378
910	3620	22381
911	3625	22379
912	3631	22390
913	3635	22388
914	3639	22382
915	3643	22377
916	3647	22374
917	3651	22369
918	3655	22364
919	3659	22364
920	3663	22360
921	3668	22359
922	3672	22356
923	3676	22350
924	3680	22347
925	3684	22345
926	3688	22340
927	3692	22335
928	3695	22330
929	3699	22325
930	3703	22319
931	3706	22313
932	3710	22308
933	3714	22302
934	3718	22297
935	3721	22292
936	3725	22286
937	3729	22282
938	3733	22275
939	3737	22271
940	3741	22267
941	3745	22263
942	3749	22259
943	3752	22254
944	3757	22255
945	3761	22250
946	3765	22247
947	3769	22241
948	3773	22237
949	3778	22243
950	3782	22239
951	3786	22235
952	3790	22230
953	3794	22225
954	3798	22221
955	3802	22218
956	3806	22214
957	3810	22211
958	3814	22207
959	3818	22202
960	3821	22195
961	3825	22190
962	3829	22184
963	3832	22178
964	3837	22175
965	3841	22172
966	3845	22168
967	3849	22164
968	3853	22164
969	3858	22162
970	3862	22159
971	3866	22155
972	3869	22149
973	3873	22145
974	3877	22140
975	3881	22138
976	3886	22136
977	3890	22132
978	3894	22128
979	3898	22125
980	3902	22120
981	3906	22116
982	3910	22111
983	3913	22107
984	3917	22100
985	3920	22093
986	3924	22088
987	3928	22082
988	3932	22077
989	3935	22071
990	3939	22065
991	3942	22059
992	3946	22053
993	3950	22046
994	3953	22040
995	3957	22034
996	3960	22028
997	3964	22022
998	3967	22016
999	3971	22010
1000	3975	22005
1001	3979	22001
1002	3982	21995
1003	3986	21989
1004	3990	21983
1005	3993	21977
1006	3997	21970
1007	4000	21964
1008	4004	21959
1009	4008	21953
1010	4011	21947
1011	4015	21942
1012	4019	21936
1013	4023	21932
1014	4027	21928
1015	4030	21923
1016	4034	21918
1017	4038	21912
1018	4041	21905
1019	4045	21900
1020	4048	21893
1021	4052	21888
1022	4056	21882
1023	4059	21875
1024	4064	21878
1025	4068	21872
1026	4071	21866
1027	4075	21859
1028	4079	21853
1029	4082	21847
1030	4085	21840
1031	4089	21833
1032	4092	21827
1033	4096	21821
1034	4100	21815
1035	4103	21809
1036	4107	21804
1037	4110	21797
1038	4114	21793
1039	4118	21788
1040	4122	21782
1041	4126	21778
1042	4129	21772
1043	4133	21765
1044	4136	21759
1045	4140	21753
1046	4143	21747
1047	4147	21740
1048	4150	21734
1049	4154	21728
1050	4157	21723
1051	4161	21717
1052	4164	21710
1053	4168	21705
1054	4172	21699
1055	4175	21694
1056	4179	21686
1057	4182	21680
1058	4186	21675
1059	4189	21669
1060	4193	21663
1061	4196	21656
1062	4200	21652
1063	4204	21645
1064	4207	21638
1065	4210	21630
1066	4214	21624
1067	4218	21622
1068	4222	21617
1069	4225	21611
1070	4229	21606
1071	4233	21600
1072	4237	21596
1073	4241	21593
1074	4245	21589
1075	4249	21585
1076	4253	21582
1077	4256	21576
1078	4260	21570
1079	4263	21563
1080	4267	21557
1081	4270	21550
1082	4273	21542
1083	4277	21535
1084	4280	21527
1085	4283	21521
1086	4287	21515
1087	4290	21509
1088	4294	21504
1089	4298	21498
1090	4302	21495
1091	4305	21489
1092	4309	21485
1093	4313	21479
1094	4317	21476
1095	4321	21473
1096	4325	21470
1097	4330	21469
1098	4334	21465
1099	4337	21459
1100	4341	21454
1101	4344	21448
1102	4348	21442
1103	4351	21436
1104	4355	21431
1105	4359	21425
1106	4362	21418
1107	4365	21411
1108	4370	21411
1109	4373	21404
1110	4377	21399
1111	4381	21394
1112	4384	21387
1113	4388	21381
1114	4391	21374
1115	4395	21368
1116	4398	21362
1117	4402	21357
1118	4405	21351
1119	4409	21345
1120	4412	21340
1121	4416	21335
1122	4420	21331
1123	4424	21326
1124	4428	21322
1125	4432	21319
1126	4436	21315
1127	4440	21311
1128	4444	21307
1129	4447	21302
1130	4451	21296
1131	4455	21291
1132	4458	21286
1133	4462	21283
1134	4466	21278
1135	4470	21273
1136	4473	21267
1137	4477	21263
1138	4481	21259
1139	4485	21254
1140	4488	21247
1141	4492	21242
1142	4496	21237
1143	4500	21233
1144	4503	21227
1145	4506	21221
1146	4511	21218
1147	4514	21213
1148	4518	21208
1149	4521	21202
1150	4526	21203
1151	4530	21198
1152	4534	21192
1153	4537	21187
1154	4541	21183
1155	4545	21179
1156	4549	21174
1157	4553	21168
1158	4556	21164
1159	4560	21161
1160	4564	21156
1161	4568	21152
1162	4573	21151
1163	4577	21148
1164	4580	21143
1165	4584	21138
1166	4588	21135
1167	4592	21132
1168	4596	21127
1169	4600	21120
1170	4604	21118
1171	4608	21116
1172	4612	21112
1173	4616	21107
1174	4620	21103
1175	4624	21099
1176	4627	21094
1177	4631	21090
1178	4635	21086
1179	4639	21082
1180	4643	21078
1181	4647	21075
1182	4651	21070
1183	4655	21068
1184	4659	21063
1185	4663	21058
1186	4667	21054
1187	4671	21051
1188	4675	21047
1189	4679	21044
1190	4683	21040
1191	4686	21036
1192	4691	21033
1193	4695	21030
1194	4699	21027
1195	4703	21022
1196	4707	21020
1197	4711	21017
1198	4716	21015
1199	4721	21016
1200	4725	21013
1201	4729	21009
1202	4732	21004
1203	4737	21001
1204	4740	20997
1205	4744	20992
1206	4748	20988
1207	4752	20985
1208	4756	20982
1209	4760	20978
1210	4764	20976
1211	4769	20974
1212	4773	20971
1213	4777	20967
1214	4781	20962
1215	4785	20959
1216	4789	20956
1217	4793	20952
1218	4797	20947
1219	4801	20943
1220	4805	20940
1221	4809	20937
1222	4812	20931
1223	4817	20930
1224	4821	20927
1225	4825	20923
1226	4829	20919
1227	4833	20916
1228	4838	20916
1229	4842	20913
1230	4846	20910
1231	4851	20910
1232	4855	20908
1233	4859	20904
1234	4865	20905
1235	4868	20901
1236	4872	20896
1237	4876	20892
1238	4880	20887
1239	4884	20886
1240	4888	20881
1241	4892	20876
1242	4895	20871
1243	4900	20872
1244	4904	20868
1245	4908	20863
1246	4912	20858
1247	4917	20858
1248	4920	20853
1249	4924	20847
1250	4927	20842
1251	4931	20838
1252	4935	20834
1253	4939	20829
1254	4942	20823
1255	4946	20819
1256	4950	20816
1257	4955	20815
1258	4959	20812
1259	4964	20809
1260	4968	20806
1261	4971	20800
1262	4975	20795
1263	4978	20789
1264	4982	20784
1265	4985	20777
1266	4989	20772
1267	4992	20767
1268	4996	20761
1269	4999	20755
1270	5003	20750
1271	5006	20743
1272	5010	20738
1273	5013	20732
1274	5017	20727
1275	5021	20722
1276	5024	20716
1277	5028	20710
1278	5031	20706
1279	5035	20700
1280	5039	20697
1281	5043	20693
1282	5047	20688
1283	5051	20685
1284	5054	20680
1285	5059	20680
1286	5064	20677
1287	5067	20672
1288	5071	20667
1289	5074	20660
1290	5078	20655
1291	5081	20649
1292	5085	20643
1293	5088	20637
1294	5092	20633
1295	5095	20627
1296	5099	20621
1297	5103	20616
1298	5106	20610
1299	5110	20605
1300	5114	20602
1301	5117	20597
1302	5124	20604
1303	5128	20600
1304	5132	20596
1305	5136	20592
1306	5140	20588
1307	5144	20584
1308	5148	20580
1309	5151	20574
1310	5155	20569
1311	5158	20564
1312	5162	20561
1313	5166	20556
1314	5170	20551
1315	5173	20545
1316	5177	20539
1317	5180	20534
1318	5184	20529
1319	5188	20525
1320	5191	20520
1321	5195	20514
1322	5199	20509
1323	5202	20503
1324	5206	20500
1325	5210	20497
1326	5214	20493
1327	5219	20492
1328	5223	20488
1329	5227	20484
1330	5230	20479
1331	5234	20473
1332	5237	20468
1333	5241	20462
1334	5244	20457
1335	5248	20451
1336	5252	20446
1337	5255	20441
1338	5259	20436
1339	5262	20431
1340	5266	20425
1341	5269	20420
1342	5273	20414
1343	5276	20407
1344	5280	20402
1345	5283	20397
1346	5287	20392
1347	5290	20386
1348	5295	20384
1349	5299	20380
1350	5305	20384
1351	5309	20382
1352	5313	20378
1353	5316	20372
1354	5320	20366
1355	5324	20363
1356	5328	20359
1357	5332	20354
1358	5335	20350
1359	5339	20346
1360	5344	20343
1361	5347	20338
1362	5351	20333
1363	5354	20327
1364	5358	20323
1365	5362	20320
1366	5366	20315
1367	5370	20310
1368	5373	20305
1369	5377	20299
1370	5380	20293
1371	5384	20288
1372	5387	20282
1373	5391	20277
1374	5394	20272
1375	5398	20266
1376	5402	20262
1377	5405	20258
1378	5409	20254
1379	5413	20250
1380	5417	20246
1381	5422	20245
1382	5426	20241
1383	5430	20238
1384	5434	20235
1385	5438	20231
1386	5442	20227
1387	5446	20223
1388	5449	20218
1389	5453	20214
1390	5457	20210
1391	5461	20205
1392	5464	20199
1393	5468	20194
1394	5471	20188
1395	5475	20183
1396	5478	20177
1397	5482	20172
1398	5485	20166
1399	5489	20161
1400	5492	20156
1401	5496	20150
1402	5500	20147
1403	5504	20144
1404	5508	20141
1405	5512	20137
1406	5516	20132
1407	5520	20128
1408	5523	20122
1409	5527	20116
1410	5530	20110
1411	5533	20105
1412	5537	20100
1413	5540	20094
1414	5544	20088
1415	5547	20082
1416	5551	20077
1417	5554	20071
1418	5557	20065
1419	5562	20062
1420	5565	20058
1421	5569	20053
1422	5572	20047
1423	5575	20040
1424	5579	20034
1425	5582	20029
1426	5586	20023
1427	5589	20016
1428	5592	20011
1429	5596	20006
1430	5599	20000
1431	5603	19996
1432	5607	19991
1433	5610	19986
1434	5614	19981
1435	5618	19976
1436	5621	19971
1437	5625	19966
1438	5628	19960
1439	5632	19955
1440	5636	19950
1441	5639	19946
1442	5643	19941
1443	5646	19936
1444	5650	19931
1445	5654	19925
1446	5657	19920
1447	5661	19916
1448	5664	19910
1449	5668	19905
1450	5671	19899
1451	5675	19895
1452	5678	19889
1453	5682	19884
1454	5686	19879
1455	5689	19873
1456	5692	19867
1457	5696	19862
1458	5699	19857
1459	5703	19852
1460	5706	19846
1461	5710	19841
1462	5713	19836
1463	5717	19832
1464	5721	19828
1465	5725	19823
1466	5728	19818
1467	5732	19814
1468	5736	19808
1469	5739	19803
1470	5743	19799
1471	5747	19794
1472	5750	19789
1473	5753	19783
1474	5757	19778
1475	5761	19773
1476	5764	19768
1477	5768	19763
1478	5771	19757
1479	5774	19751
1480	5778	19746
1481	5781	19741
1482	5785	19734
1483	5788	19728
1484	5791	19722
1485	5795	19717
1486	5798	19711
1487	5801	19706
1488	5805	19701
1489	5808	19695
1490	5811	19689
1491	5815	19684
1492	5819	19681
1493	5823	19678
1494	5828	19675
1495	5831	19669
1496	5835	19664
1497	5838	19658
1498	5841	19653
1499	5845	19648
1500	5848	19642
1501	5852	19637
1502	5855	19631
1503	5859	19626
1504	5862	19621
1505	5866	19616
1506	5869	19610
1507	5872	19604
1508	5875	19597
1509	5879	19592
1510	5882	19586
1511	5886	19581
1512	5889	19575
1513	5892	19569
1514	5895	19563
1515	5899	19557
1516	5902	19552
1517	5905	19546
1518	5909	19540
1519	5912	19534
1520	5916	19529
1521	5919	19524
1522	5922	19518
1523	5926	19512
1524	5929	19508
1525	5933	19504
1526	5937	19500
1527	5941	19495
1528	5945	19491
1529	5948	19486
1530	5952	19481
1531	5956	19479
1532	5960	19476
1533	5964	19472
1534	5968	19467
1535	5971	19462
1536	5974	19456
1537	5978	19450
1538	5981	19445
1539	5985	19440
1540	5988	19434
1541	5992	19430
1542	5996	19426
1543	5999	19421
1544	6003	19416
1545	6006	19411
1546	6010	19408
1547	6014	19403
1548	6018	19400
1549	6022	19396
1550	6026	19392
1551	6030	19387
1552	6033	19382
1553	6037	19379
1554	6041	19376
1555	6045	19371
1556	6048	19366
1557	6052	19361
1558	6056	19358
1559	6060	19354
1560	6064	19350
1561	6068	19346
1562	6072	19345
1563	6076	19340
1564	6080	19335
1565	6084	19332
1566	6087	19328
1567	6091	19323
1568	6095	19319
1569	6098	19314
1570	6102	19310
1571	6106	19305
1572	6109	19300
1573	6113	19294
1574	6116	19289
1575	6120	19284
1576	6123	19279
1577	6126	19274
1578	6131	19271
1579	6135	19270
1580	6139	19266
1581	6143	19262
1582	6147	19258
1583	6151	19254
1584	6155	19252
1585	6161	19253
1586	6165	19249
1587	6170	19248
1588	6174	19245
1589	6177	19240
1590	6181	19236
1591	6185	19234
1592	6189	19229
1593	6193	19225
1594	6197	19220
1595	6200	19215
1596	6204	19212
1597	6208	19207
1598	6211	19202
1599	6215	19198
1600	6219	19193
1601	6222	19188
1602	6226	19182
1603	6229	19177
1604	6234	19177
1605	6238	19173
1606	6242	19169
1607	6245	19164
1608	6249	19160
1609	6253	19156
1610	6256	19151
1611	6260	19145
1612	6263	19140
1613	6267	19135
1614	6270	19130
1615	6274	19126
1616	6278	19121
1617	6282	19118
1618	6286	19114
1619	6290	19110
1620	6293	19106
1621	6297	19102
1622	6301	19098
1623	6305	19093
1624	6308	19088
1625	6311	19083
1626	6315	19078
1627	6318	19073
1628	6322	19068
1629	6325	19062
1630	6329	19058
1631	6332	19053
1632	6336	19048
1633	6339	19042
1634	6343	19037
1635	6346	19031
1636	6349	19025
1637	6353	19020
1638	6358	19019
1639	6362	19017
1640	6366	19014
1641	6370	19009
1642	6373	19005
1643	6377	19001
1644	6381	18997
1645	6385	18992
1646	6388	18987
1647	6392	18982
1648	6395	18977
1649	6399	18972
1650	6402	18968
1651	6406	18963
1652	6409	18958
1653	6413	18953
1654	6416	18947
1655	6420	18942
1656	6423	18937
1657	6427	18932
1658	6430	18926
1659	6433	18921
1660	6437	18915
1661	6440	18910
1662	6443	18905
1663	6447	18900
1664	6451	18897
1665	6455	18894
1666	6459	18890
1667	6463	18886
1668	6467	18882
1669	6471	18878
1670	6474	18873
1671	6478	18870
1672	6482	18866
1673	6486	18861
1674	6489	18856
1675	6493	18852
1676	6496	18847
1677	6500	18842
1678	6503	18837
1679	6507	18832
1680	6510	18827
1681	6514	18822
1682	6517	18817
1683	6521	18811
1684	6524	18807
1685	6528	18802
1686	6531	18796
1687	6535	18793
1688	6539	18788
1689	6543	18785
1690	6547	18782
1691	6551	18779
1692	6555	18776
1693	6559	18773
