iter	Passed	Remaining
1694	6563	18769
1695	6567	18764
1696	6570	18759
1697	6574	18754
1698	6577	18750
1699	6581	18745
1700	6584	18740
1701	6588	18735
1702	6591	18730
1703	6595	18724
1704	6598	18720
1705	6602	18714
1706	6605	18710
1707	6609	18706
1708	6612	18701
1709	6616	18696
1710	6620	18691
1711	6623	18686
1712	6627	18682
1713	6631	18680
1714	6636	18677
1715	6639	18673
1716	6643	18669
1717	6647	18666
1718	6651	18662
1719	6655	18658
1720	6659	18654
1721	6662	18650
1722	6666	18645
1723	6670	18640
1724	6673	18636
1725	6677	18631
1726	6680	18626
1727	6684	18621
1728	6687	18616
1729	6691	18611
1730	6694	18606
1731	6698	18601
1732	6701	18596
1733	6705	18592
1734	6708	18587
1735	6712	18582
1736	6716	18578
1737	6719	18573
1738	6723	18568
1739	6727	18565
1740	6730	18560
1741	6735	18558
1742	6739	18554
1743	6743	18551
1744	6747	18548
1745	6751	18544
1746	6756	18544
1747	6760	18540
1748	6763	18536
1749	6767	18531
1750	6771	18528
1751	6775	18523
1752	6778	18518
1753	6782	18513
1754	6786	18509
1755	6789	18505
1756	6792	18499
1757	6796	18494
1758	6799	18489
1759	6803	18484
1760	6806	18479
1761	6810	18475
1762	6813	18470
1763	6817	18466
1764	6821	18462
1765	6825	18458
1766	6828	18454
1767	6833	18451
1768	6837	18448
1769	6841	18444
1770	6845	18440
1771	6848	18436
1772	6852	18432
1773	6856	18427
1774	6859	18422
1775	6863	18418
1776	6866	18413
1777	6870	18408
1778	6873	18403
1779	6877	18399
1780	6881	18394
1781	6884	18390
1782	6888	18384
1783	6891	18379
1784	6896	18378
1785	6900	18375
1786	6904	18371
1787	6908	18368
1788	6912	18364
1789	6916	18360
1790	6920	18357
1791	6924	18353
1792	6927	18348
1793	6931	18343
1794	6934	18339
1795	6938	18334
1796	6941	18329
1797	6945	18324
1798	6948	18320
1799	6952	18316
1800	6956	18312
1801	6960	18308
1802	6963	18304
1803	6967	18299
1804	6971	18294
1805	6974	18290
1806	6981	18293
1807	6985	18290
1808	6990	18290
1809	6994	18286
1810	6998	18282
1811	7002	18278
1812	7005	18274
1813	7009	18269
1814	7012	18264
1815	7016	18259
1816	7019	18254
1817	7023	18249
1818	7026	18243
1819	7029	18238
1820	7033	18233
1821	7036	18228
1822	7039	18222
1823	7043	18217
1824	7046	18212
1825	7049	18206
1826	7052	18201
1827	7056	18196
1828	7059	18191
1829	7062	18186
1830	7066	18181
1831	7069	18176
1832	7073	18171
1833	7076	18166
1834	7080	18161
1835	7083	18157
1836	7087	18153
1837	7091	18149
1838	7095	18144
1839	7098	18139
1840	7101	18134
1841	7105	18129
1842	7108	18125
1843	7112	18121
1844	7116	18117
1845	7120	18112
1846	7123	18106
1847	7127	18103
1848	7131	18100
1849	7135	18096
1850	7138	18090
1851	7142	18086
1852	7146	18083
1853	7149	18078
1854	7154	18076
1855	7158	18073
1856	7161	18067
1857	7165	18063
1858	7168	18058
1859	7171	18053
1860	7175	18048
1861	7179	18043
1862	7182	18039
1863	7185	18034
1864	7189	18029
1865	7192	18024
1866	7196	18019
1867	7199	18014
1868	7203	18009
1869	7206	18004
1870	7210	18001
1871	7214	17998
1872	7218	17994
1873	7222	17990
1874	7226	17987
1875	7230	17982
1876	7233	17978
1877	7237	17973
1878	7241	17969
1879	7245	17967
1880	7249	17963
1881	7253	17959
1882	7256	17954
1883	7259	17949
1884	7263	17944
1885	7267	17940
1886	7270	17936
1887	7274	17931
1888	7277	17927
1889	7281	17922
1890	7285	17918
1891	7289	17915
1892	7293	17911
1893	7297	17907
1894	7300	17903
1895	7304	17900
1896	7309	17897
1897	7312	17893
1898	7316	17889
1899	7320	17885
1900	7324	17881
1901	7328	17877
1902	7332	17873
1903	7336	17872
1904	7341	17871
1905	7345	17867
1906	7349	17863
1907	7353	17860
1908	7357	17855
1909	7360	17850
1910	7364	17846
1911	7367	17841
1912	7371	17836
1913	7374	17832
1914	7378	17827
1915	7381	17822
1916	7385	17817
1917	7388	17813
1918	7392	17807
1919	7395	17802
1920	7399	17798
1921	7402	17793
1922	7405	17788
1923	7409	17784
1924	7412	17779
1925	7416	17774
1926	7419	17770
1927	7423	17765
1928	7426	17760
1929	7430	17756
1930	7434	17752
1931	7438	17748
1932	7441	17743
1933	7445	17738
1934	7449	17735
1935	7453	17732
1936	7457	17729
1937	7463	17730
1938	7467	17726
1939	7471	17724
1940	7475	17720
1941	7480	17718
1942	7484	17714
1943	7488	17711
1944	7492	17708
1945	7496	17705
1946	7501	17702
1947	7505	17699
1948	7509	17695
1949	7513	17692
1950	7517	17689
1951	7521	17685
1952	7525	17682
1953	7528	17678
1954	7532	17674
1955	7536	17670
1956	7540	17666
1957	7544	17663
1958	7548	17660
1959	7553	17658
1960	7557	17654
1961	7561	17650
1962	7564	17646
1963	7568	17642
1964	7572	17638
1965	7576	17634
1966	7580	17630
1967	7583	17625
1968	7587	17622
1969	7591	17618
1970	7595	17614
1971	7599	17610
1972	7603	17607
1973	7607	17603
1974	7611	17601
1975	7615	17598
1976	7619	17594
1977	7623	17590
1978	7627	17585
1979	7630	17580
1980	7633	17576
1981	7637	17572
1982	7641	17567
1983	7644	17562
1984	7647	17557
1985	7651	17553
1986	7655	17548
1987	7658	17543
1988	7661	17538
1989	7665	17533
1990	7668	17529
1991	7672	17524
1992	7675	17520
1993	7679	17515
1994	7682	17511
1995	7686	17506
1996	7689	17501
1997	7693	17496
1998	7697	17494
1999	7701	17490
2000	7705	17486
2001	7708	17481
2002	7712	17477
2003	7716	17473
2004	7720	17469
2005	7723	17465
2006	7727	17461
2007	7731	17457
2008	7735	17453
2009	7738	17448
2010	7742	17443
2011	7745	17438
2012	7749	17434
2013	7752	17430
2014	7756	17425
2015	7759	17420
2016	7763	17415
2017	7766	17411
2018	7770	17407
2019	7773	17402
2020	7777	17397
2021	7780	17392
2022	7783	17387
2023	7787	17383
2024	7790	17378
2025	7794	17373
2026	7797	17368
2027	7800	17363
2028	7804	17358
2029	7807	17354
2030	7811	17349
2031	7814	17344
2032	7818	17340
2033	7821	17335
2034	7824	17330
2035	7828	17326
2036	7832	17321
2037	7835	17316
2038	7839	17312
2039	7842	17307
2040	7846	17302
2041	7849	17297
2042	7852	17292
2043	7856	17288
2044	7859	17283
2045	7863	17278
2046	7866	17274
2047	7870	17270
2048	7874	17266
2049	7877	17261
2050	7881	17257
2051	7884	17253
2052	7888	17248
2053	7891	17243
2054	7895	17238
2055	7898	17233
2056	7901	17228
2057	7905	17223
2058	7908	17219
2059	7911	17214
2060	7915	17209
2061	7918	17204
2062	7922	17200
2063	7925	17195
2064	7928	17190
2065	7932	17185
2066	7935	17180
2067	7939	17176
2068	7942	17171
2069	7946	17166
2070	7949	17162
2071	7953	17158
2072	7956	17153
2073	7960	17148
2074	7963	17143
2075	7968	17141
2076	7971	17137
2077	7975	17132
2078	7978	17127
2079	7982	17123
2080	7985	17118
2081	7988	17113
2082	7992	17108
2083	7995	17103
2084	7998	17098
2085	8002	17093
2086	8005	17088
2087	8008	17084
2088	8012	17079
2089	8015	17075
2090	8019	17070
2091	8023	17066
2092	8026	17061
2093	8030	17057
2094	8033	17052
2095	8037	17047
2096	8040	17043
2097	8044	17039
2098	8047	17034
2099	8051	17030
2100	8054	17025
2101	8057	17020
2102	8061	17016
2103	8065	17011
2104	8068	17007
2105	8072	17002
2106	8075	16998
2107	8079	16994
2108	8083	16990
2109	8087	16987
2110	8091	16983
2111	8094	16979
2112	8098	16974
2113	8101	16969
2114	8105	16965
2115	8108	16960
2116	8112	16956
2117	8115	16950
2118	8118	16946
2119	8122	16941
2120	8125	16936
2121	8128	16932
2122	8132	16926
2123	8135	16922
2124	8139	16917
2125	8142	16912
2126	8146	16909
2127	8150	16905
2128	8153	16900
2129	8156	16895
2130	8160	16890
2131	8163	16886
2132	8166	16881
2133	8170	16877
2134	8173	16872
2135	8177	16867
2136	8180	16862
2137	8184	16858
2138	8187	16853
2139	8190	16848
2140	8193	16843
2141	8197	16838
2142	8200	16833
2143	8204	16829
2144	8207	16824
2145	8211	16819
2146	8214	16814
2147	8217	16809
2148	8220	16804
2149	8224	16799
2150	8227	16795
2151	8231	16791
2152	8234	16786
2153	8238	16782
2154	8241	16777
2155	8244	16772
2156	8248	16768
2157	8251	16763
2158	8255	16758
2159	8258	16753
2160	8262	16750
2161	8266	16746
2162	8270	16743
2163	8273	16738
2164	8277	16734
2165	8281	16730
2166	8284	16726
2167	8288	16722
2168	8291	16716
2169	8294	16711
2170	8298	16707
2171	8301	16702
2172	8304	16697
2173	8307	16692
2174	8311	16687
2175	8314	16682
2176	8317	16677
2177	8321	16673
2178	8324	16669
2179	8328	16664
2180	8332	16660
2181	8335	16656
2182	8339	16651
2183	8343	16648
2184	8346	16644
2185	8350	16639
2186	8353	16634
2187	8357	16630
2188	8360	16625
2189	8363	16620
2190	8367	16616
2191	8371	16612
2192	8374	16607
2193	8378	16603
2194	8381	16598
2195	8385	16594
2196	8388	16589
2197	8391	16584
2198	8395	16580
2199	8399	16576
2200	8402	16572
2201	8405	16567
2202	8409	16562
2203	8412	16558
2204	8416	16554
2205	8419	16549
2206	8423	16545
2207	8427	16541
2208	8430	16536
2209	8433	16531
2210	8437	16527
2211	8440	16523
2212	8444	16519
2213	8447	16513
2214	8451	16509
2215	8454	16504
2216	8457	16499
2217	8461	16494
2218	8464	16490
2219	8467	16485
2220	8471	16481
2221	8475	16477
2222	8478	16472
2223	8482	16468
2224	8485	16463
2225	8488	16459
2226	8492	16454
2227	8495	16450
2228	8499	16445
2229	8502	16441
2230	8506	16436
2231	8509	16431
2232	8513	16427
2233	8516	16422
2234	8519	16418
2235	8522	16413
2236	8526	16408
2237	8529	16403
2238	8532	16398
2239	8536	16393
2240	8540	16390
2241	8544	16386
2242	8547	16382
2243	8550	16377
2244	8554	16373
2245	8557	16368
2246	8560	16363
2247	8564	16359
2248	8568	16355
2249	8571	16350
2250	8574	16345
2251	8578	16341
2252	8581	16337
2253	8585	16332
2254	8588	16327
2255	8591	16322
2256	8595	16318
2257	8598	16313
2258	8601	16308
2259	8605	16304
2260	8608	16299
2261	8612	16295
2262	8615	16291
2263	8619	16286
2264	8622	16282
2265	8626	16277
2266	8629	16273
2267	8633	16268
2268	8636	16264
2269	8639	16259
2270	8643	16255
2271	8647	16251
2272	8650	16246
2273	8653	16242
2274	8657	16238
2275	8661	16235
2276	8665	16231
2277	8670	16229
2278	8675	16227
2279	8680	16225
2280	8684	16223
2281	8688	16219
2282	8692	16216
2283	8696	16211
2284	8699	16207
2285	8703	16203
2286	8707	16199
2287	8710	16195
2288	8714	16191
2289	8718	16187
2290	8721	16183
2291	8725	16179
2292	8729	16175
2293	8732	16170
2294	8737	16170
2295	8742	16166
2296	8745	16162
2297	8749	16158
2298	8752	16153
2299	8756	16150
2300	8760	16146
2301	8764	16142
2302	8767	16138
2303	8771	16134
2304	8775	16131
2305	8779	16127
2306	8783	16123
2307	8786	16119
2308	8791	16116
2309	8794	16112
2310	8798	16108
2311	8803	16106
2312	8810	16109
2313	8814	16105
2314	8818	16102
2315	8823	16100
2316	8828	16099
2317	8833	16097
2318	8838	16096
2319	8843	16093
2320	8847	16089
2321	8850	16084
2322	8854	16081
2323	8859	16078
2324	8863	16075
2325	8866	16071
2326	8870	16068
2327	8874	16064
2328	8879	16062
2329	8883	16059
2330	8888	16057
2331	8892	16053
2332	8895	16049
2333	8899	16045
2334	8904	16042
2335	8907	16038
2336	8911	16034
2337	8915	16030
2338	8918	16026
2339	8922	16022
2340	8926	16018
2341	8930	16015
2342	8934	16012
2343	8938	16008
2344	8942	16004
2345	8946	16000
2346	8950	15997
2347	8954	15994
2348	8958	15990
2349	8961	15986
2350	8965	15982
2351	8969	15979
2352	8973	15974
2353	8976	15970
2354	8980	15966
2355	8984	15962
2356	8987	15958
2357	8991	15954
2358	8994	15949
2359	8998	15945
2360	9002	15941
2361	9006	15938
2362	9009	15934
2363	9013	15930
2364	9018	15927
2365	9022	15923
2366	9025	15919
2367	9029	15916
2368	9034	15913
2369	9038	15909
2370	9041	15905
2371	9044	15901
2372	9049	15897
2373	9053	15894
2374	9056	15890
2375	9060	15885
2376	9064	15883
2377	9068	15879
2378	9072	15875
2379	9075	15871
2380	9079	15867
2381	9083	15863
2382	9087	15859
2383	9090	15855
2384	9094	15851
2385	9098	15847
2386	9102	15844
2387	9106	15840
2388	9109	15836
2389	9113	15832
2390	9117	15828
2391	9120	15823
2392	9124	15819
2393	9127	15815
2394	9132	15812
2395	9135	15808
2396	9139	15804
2397	9143	15800
2398	9147	15797
2399	9151	15793
2400	9154	15789
2401	9158	15784
2402	9161	15780
2403	9165	15776
2404	9169	15772
2405	9172	15768
2406	9176	15763
2407	9180	15760
2408	9183	15755
2409	9187	15751
2410	9190	15746
2411	9193	15742
2412	9197	15738
2413	9201	15734
2414	9204	15729
2415	9208	15725
2416	9212	15721
2417	9215	15717
2418	9219	15713
2419	9222	15708
2420	9226	15704
2421	9229	15700
2422	9233	15696
2423	9236	15691
2424	9240	15687
2425	9243	15682
2426	9247	15678
2427	9250	15674
2428	9254	15669
2429	9257	15665
2430	9261	15661
2431	9264	15657
2432	9268	15653
2433	9272	15648
2434	9275	15645
2435	9279	15641
2436	9283	15637
2437	9287	15633
2438	9290	15629
2439	9294	15625
2440	9298	15621
2441	9301	15617
2442	9305	15613
2443	9309	15610
2444	9313	15606
2445	9317	15602
2446	9321	15599
2447	9325	15596
2448	9330	15594
2449	9334	15590
2450	9338	15587
2451	9343	15584
2452	9347	15580
2453	9351	15577
2454	9355	15575
2455	9360	15572
2456	9364	15568
2457	9368	15566
2458	9374	15566
2459	9380	15565
2460	9384	15562
2461	9390	15562
2462	9394	15558
2463	9399	15556
2464	9406	15557
2465	9411	15555
2466	9420	15561
2467	9425	15559
2468	9429	15556
2469	9433	15552
2470	9437	15548
2471	9442	15546
2472	9446	15542
2473	9450	15538
2474	9456	15539
2475	9460	15536
2476	9465	15533
2477	9469	15531
2478	9475	15529
2479	9479	15526
2480	9484	15524
2481	9488	15521
2482	9493	15518
2483	9497	15515
2484	9502	15513
2485	9506	15510
2486	9511	15507
2487	9515	15504
2488	9519	15501
2489	9524	15498
2490	9529	15498
2491	9535	15496
2492	9540	15495
2493	9545	15492
2494	9549	15489
2495	9554	15487
2496	9558	15484
2497	9563	15481
2498	9567	15478
2499	9572	15476
2500	9576	15473
2501	9580	15470
2502	9585	15467
2503	9590	15465
2504	9594	15462
2505	9600	15461
2506	9605	15459
2507	9609	15456
2508	9614	15453
2509	9619	15452
2510	9624	15449
2511	9628	15447
2512	9633	15444
2513	9637	15442
2514	9642	15438
2515	9646	15436
2516	9650	15432
2517	9655	15429
2518	9659	15427
2519	9664	15424
2520	9668	15421
2521	9674	15420
2522	9678	15417
2523	9682	15413
2524	9687	15412
2525	9692	15409
2526	9696	15406
2527	9701	15403
2528	9705	15401
2529	9709	15397
2530	9713	15394
2531	9718	15391
2532	9722	15387
2533	9727	15385
2534	9732	15383
2535	9736	15380
2536	9740	15376
2537	9744	15373
2538	9749	15370
2539	9753	15367
2540	9758	15364
2541	9762	15361
2542	9766	15358
2543	9770	15354
2544	9774	15351
2545	9779	15348
2546	9783	15346
2547	9790	15345
2548	9796	15346
2549	9801	15344
2550	9806	15341
2551	9811	15339
2552	9816	15337
2553	9821	15335
2554	9825	15332
2555	9830	15331
2556	9835	15328
2557	9840	15326
2558	9845	15323
2559	9849	15319
2560	9853	15316
2561	9856	15312
2562	9860	15308
2563	9865	15305
2564	9871	15305
2565	9876	15302
2566	9881	15302
2567	9887	15300
2568	9891	15297
2569	9897	15296
2570	9902	15293
2571	9906	15291
2572	9912	15290
2573	9917	15288
2574	9923	15287
2575	9928	15286
2576	9933	15283
2577	9937	15279
2578	9941	15276
2579	9945	15273
2580	9950	15270
2581	9954	15267
2582	9960	15267
2583	9965	15264
2584	9970	15261
2585	9974	15258
2586	9978	15255
2587	9983	15252
2588	9988	15250
2589	9993	15248
2590	9997	15245
2591	10002	15243
2592	10006	15239
2593	10011	15237
2594	10015	15233
2595	10019	15230
2596	10024	15228
2597	10029	15225
2598	10033	15222
2599	10038	15219
2600	10042	15216
2601	10047	15213
2602	10051	15210
2603	10055	15207
2604	10060	15204
2605	10065	15201
2606	10068	15197
2607	10073	15194
2608	10077	15191
2609	10081	15188
2610	10086	15185
2611	10092	15185
2612	10097	15182
2613	10101	15179
2614	10106	15176
2615	10109	15172
2616	10113	15168
2617	10117	15164
2618	10121	15161
2619	10125	15157
2620	10129	15154
2621	10134	15151
2622	10138	15147
2623	10141	15143
2624	10145	15139
2625	10149	15135
2626	10153	15131
2627	10156	15127
2628	10160	15123
2629	10164	15119
2630	10169	15117
2631	10173	15113
2632	10177	15109
2633	10181	15106
2634	10185	15102
2635	10189	15098
2636	10193	15094
2637	10196	15090
2638	10200	15086
2639	10204	15082
2640	10208	15078
2641	10213	15076
2642	10217	15073
2643	10221	15069
2644	10225	15065
2645	10228	15060
2646	10232	15056
2647	10235	15052
2648	10239	15047
2649	10242	15043
2650	10246	15038
2651	10249	15034
2652	10253	15030
2653	10257	15026
2654	10260	15021
2655	10264	15017
2656	10267	15013
2657	10271	15009
2658	10275	15005
2659	10279	15001
2660	10283	14998
2661	10287	14995
2662	10291	14991
2663	10295	14987
2664	10299	14983
2665	10304	14981
2666	10307	14976
2667	10311	14972
2668	10315	14968
2669	10319	14965
2670	10323	14961
2671	10327	14957
2672	10331	14953
2673	10334	14949
2674	10337	14944
2675	10341	14940
2676	10345	14937
2677	10349	14932
2678	10352	14928
2679	10356	14924
2680	10359	14919
2681	10363	14915
2682	10367	14911
2683	10370	14907
2684	10374	14903
2685	10378	14899
2686	10382	14895
2687	10386	14891
2688	10389	14887
2689	10393	14883
2690	10397	14878
2691	10401	14875
2692	10404	14871
2693	10408	14866
2694	10411	14862
2695	10415	14858
2696	10419	14854
2697	10422	14849
2698	10426	14845
2699	10430	14841
2700	10433	14837
2701	10437	14833
2702	10441	14829
2703	10445	14825
2704	10448	14821
2705	10452	14817
2706	10456	14813
2707	10460	14809
2708	10463	14805
2709	10467	14801
2710	10471	14797
2711	10474	14792
2712	10478	14788
2713	10482	14784
2714	10485	14780
2715	10489	14776
2716	10493	14773
2717	10497	14769
2718	10501	14765
2719	10505	14761
2720	10509	14758
2721	10513	14754
2722	10517	14750
2723	10521	14746
2724	10524	14742
2725	10528	14738
2726	10532	14734
2727	10536	14730
2728	10539	14726
2729	10543	14722
2730	10547	14718
2731	10550	14714
2732	10554	14709
2733	10557	14705
2734	10561	14701
2735	10565	14697
2736	10568	14692
2737	10571	14687
2738	10575	14683
2739	10579	14679
2740	10582	14675
2741	10586	14670
2742	10589	14666
2743	10592	14661
2744	10596	14658
2745	10600	14653
2746	10603	14649
2747	10607	14645
2748	10611	14641
2749	10614	14636
2750	10618	14632
2751	10621	14627
2752	10624	14623
2753	10628	14618
2754	10631	14614
2755	10635	14610
2756	10638	14605
2757	10642	14601
2758	10645	14597
2759	10649	14592
2760	10652	14588
2761	10656	14583
2762	10659	14579
2763	10663	14575
2764	10666	14570
2765	10670	14566
2766	10673	14562
2767	10677	14557
2768	10680	14553
2769	10684	14548
2770	10687	14544
2771	10690	14539
2772	10694	14535
2773	10698	14531
2774	10701	14527
2775	10705	14522
2776	10708	14518
2777	10712	14514
2778	10716	14510
2779	10719	14506
2780	10723	14502
2781	10727	14498
2782	10730	14494
2783	10734	14489
2784	10738	14485
2785	10741	14481
2786	10744	14476
2787	10748	14472
2788	10751	14467
2789	10755	14463
2790	10758	14459
2791	10762	14455
2792	10765	14450
2793	10770	14447
2794	10773	14443
2795	10777	14439
2796	10781	14435
2797	10784	14430
2798	10788	14427
2799	10792	14423
2800	10795	14418
2801	10799	14414
2802	10802	14410
2803	10806	14405
2804	10809	14401
2805	10813	14396
2806	10816	14392
2807	10820	14388
2808	10823	14384
2809	10827	14379
2810	10830	14375
2811	10834	14371
2812	10838	14367
2813	10842	14363
2814	10845	14359
2815	10848	14354
2816	10852	14350
2817	10856	14346
2818	10859	14342
2819	10863	14338
2820	10867	14334
2821	10871	14330
2822	10874	14326
2823	10878	14321
2824	10881	14317
2825	10885	14313
2826	10888	14309
2827	10892	14304
2828	10896	14301
2829	10899	14297
2830	10903	14292
2831	10907	14289
2832	10912	14286
2833	10916	14282
2834	10919	14278
2835	10922	14273
2836	10927	14270
2837	10930	14266
2838	10934	14262
2839	10937	14257
2840	10941	14253
2841	10944	14248
2842	10949	14245
2843	10953	14242
2844	10956	14238
2845	10960	14234
2846	10964	14230
2847	10968	14226
2848	10972	14222
2849	10975	14218
2850	10979	14213
2851	10983	14210
2852	10988	14207
2853	10991	14203
2854	10995	14199
2855	10998	14195
2856	11002	14191
2857	11006	14187
2858	11010	14183
2859	11013	14178
2860	11017	14174
2861	11020	14170
2862	11023	14165
2863	11027	14161
2864	11031	14157
2865	11035	14153
2866	11039	14150
2867	11042	14146
2868	11046	14142
2869	11050	14139
2870	11054	14135
2871	11058	14130
2872	11062	14126
2873	11066	14123
2874	11069	14119
2875	11072	14114
2876	11076	14110
2877	11081	14107
2878	11085	14103
2879	11088	14099
2880	11092	14095
2881	11095	14091
2882	11099	14087
2883	11103	14083
2884	11107	14079
2885	11111	14076
2886	11115	14072
2887	11118	14068
2888	11122	14063
2889	11126	14059
2890	11130	14056
2891	11133	14051
2892	11137	14047
2893	11140	14043
2894	11143	14038
2895	11147	14034
2896	11150	14029
2897	11154	14025
2898	11158	14021
2899	11161	14017
2900	11165	14013
2901	11169	14009
2902	11172	14005
2903	11176	14001
2904	11180	13997
2905	11184	13993
2906	11187	13988
2907	11190	13984
2908	11194	13980
2909	11197	13976
2910	11201	13971
2911	11204	13967
2912	11208	13962
2913	11211	13958
2914	11214	13954
2915	11218	13949
2916	11221	13945
2917	11225	13941
2918	11228	13936
2919	11232	13932
2920	11235	13927
2921	11238	13923
2922	11241	13918
2923	11245	13914
2924	11248	13910
2925	11252	13905
2926	11255	13901
2927	11259	13896
2928	11262	13892
2929	11266	13888
2930	11269	13884
2931	11273	13879
2932	11276	13875
2933	11279	13871
2934	11283	13866
2935	11286	13862
2936	11289	13857
2937	11293	13853
2938	11296	13849
2939	11300	13845
2940	11304	13840
2941	11307	13836
2942	11311	13832
2943	11314	13828
2944	11318	13823
2945	11321	13819
2946	11325	13815
2947	11328	13811
2948	11331	13806
2949	11335	13802
2950	11338	13797
2951	11341	13793
2952	11345	13789
2953	11349	13785
2954	11353	13781
2955	11357	13777
2956	11360	13773
2957	11363	13768
2958	11367	13764
2959	11370	13759
2960	11373	13755
2961	11377	13750
2962	11380	13746
2963	11383	13741
2964	11387	13737
2965	11390	13732
2966	11393	13728
2967	11397	13724
2968	11400	13719
2969	11403	13715
2970	11407	13710
2971	11411	13707
2972	11414	13702
2973	11417	13698
2974	11421	13694
2975	11424	13689
2976	11428	13685
2977	11431	13681
2978	11435	13676
2979	11438	13672
2980	11442	13668
2981	11445	13663
2982	11448	13659
2983	11452	13655
2984	11455	13650
2985	11459	13646
2986	11462	13642
2987	11466	13638
2988	11469	13634
2989	11473	13630
2990	11477	13625
2991	11480	13621
2992	11484	13617
2993	11487	13613
2994	11491	13608
2995	11494	13604
2996	11497	13600
2997	11501	13595
2998	11504	13591
2999	11508	13587
3000	11513	13584
3001	11517	13581
3002	11521	13578
3003	11525	13574
3004	11529	13570
3005	11532	13566
3006	11536	13562
3007	11540	13559
3008	11545	13555
3009	11548	13551
3010	11552	13547
3011	11555	13542
3012	11558	13538
3013	11562	13533
3014	11565	13529
3015	11569	13525
3016	11572	13521
3017	11576	13516
3018	11579	13512
3019	11583	13508
3020	11587	13504
3021	11590	13500
3022	11594	13496
3023	11597	13492
3024	11601	13488
3025	11604	13483
3026	11608	13480
3027	11612	13475
3028	11616	13472
3029	11619	13467
3030	11623	13463
3031	11626	13459
3032	11629	13455
3033	11633	13450
3034	11636	13446
3035	11640	13442
3036	11643	13437
3037	11646	13433
3038	11650	13429
3039	11654	13425
3040	11657	13420
3041	11660	13416
3042	11664	13412
3043	11667	13408
3044	11671	13403
3045	11674	13399
3046	11678	13395
3047	11681	13391
3048	11686	13387
3049	11689	13383
3050	11693	13380
3051	11697	13375
3052	11700	13371
3053	11703	13366
3054	11707	13363
3055	11711	13359
3056	11715	13355
3057	11718	13351
3058	11722	13347
3059	11726	13343
3060	11729	13339
3061	11734	13336
3062	11739	13333
3063	11742	13329
3064	11746	13325
3065	11750	13321
3066	11753	13317
3067	11757	13313
3068	11760	13309
3069	11764	13305
3070	11768	13301
3071	11771	13296
3072	11775	13292
3073	11779	13288
3074	11782	13284
3075	11786	13280
3076	11789	13276
3077	11792	13271
3078	11796	13267
3079	11799	13263
3080	11803	13259
3081	11806	13254
3082	11810	13251
3083	11814	13247
3084	11823	13248
3085	11839	13259
3086	11843	13255
3087	11847	13251
3088	11850	13247
3089	11854	13243
3090	11857	13239
3091	11862	13236
3092	11866	13232
3093	11870	13228
3094	11874	13224
3095	11877	13220
3096	11883	13218
3097	11886	13214
3098	11890	13210
3099	11893	13206
3100	11897	13202
3101	11901	13198
3102	11905	13194
3103	11909	13191
3104	11913	13187
3105	11916	13182
3106	11920	13178
3107	11923	13174
3108	11928	13171
3109	11931	13166
3110	11935	13162
3111	11938	13158
3112	11942	13154
3113	11946	13151
3114	11950	13147
3115	11954	13143
3116	11958	13139
3117	11962	13135
3118	11965	13131
3119	11969	13127
3120	11972	13123
3121	11976	13119
3122	11980	13115
3123	11983	13111
3124	11987	13107
3125	11990	13103
3126	11994	13099
3127	11998	13095
3128	12001	13091
3129	12005	13086
3130	12009	13083
3131	12013	13079
3132	12016	13074
3133	12019	13070
3134	12023	13066
3135	12027	13063
3136	12031	13058
3137	12034	13054
3138	12038	13051
3139	12042	13047
3140	12046	13043
3141	12049	13038
3142	12053	13034
3143	12056	13030
3144	12061	13027
3145	12064	13023
3146	12068	13019
3147	12072	13015
3148	12075	13011
3149	12080	13008
3150	12083	13004
3151	12087	12999
3152	12091	12996
3153	12094	12992
3154	12098	12988
3155	12102	12984
3156	12107	12981
3157	12110	12977
3158	12114	12973
3159	12117	12969
3160	12121	12965
3161	12125	12961
3162	12129	12957
3163	12132	12953
3164	12136	12949
3165	12140	12945
3166	12143	12941
3167	12147	12937
3168	12151	12933
3169	12154	12929
3170	12158	12925
3171	12162	12921
3172	12166	12917
3173	12169	12913
3174	12173	12909
3175	12177	12905
3176	12180	12901
3177	12184	12897
3178	12188	12893
3179	12191	12889
3180	12195	12885
3181	12200	12882
3182	12205	12880
3183	12209	12877
3184	12216	12876
3185	12222	12874
3186	12227	12872
3187	12232	12869
3188	12236	12866
3189	12240	12862
3190	12244	12858
3191	12247	12853
3192	12251	12849
3193	12254	12845
3194	12258	12841
3195	12262	12838
3196	12267	12834
3197	12270	12830
3198	12274	12827
3199	12278	12823
3200	12281	12819
3201	12286	12816
3202	12290	12812
3203	12294	12808
3204	12298	12804
3205	12303	12802
3206	12307	12798
3207	12311	12795
3208	12316	12792
3209	12320	12789
3210	12324	12785
3211	12328	12780
3212	12335	12780
3213	12339	12777
3214	12343	12773
3215	12347	12769
3216	12351	12766
3217	12355	12762
3218	12359	12758
3219	12362	12754
3220	12367	12751
3221	12371	12747
3222	12375	12743
3223	12378	12739
3224	12382	12735
3225	12386	12732
3226	12390	12728
3227	12394	12724
3228	12398	12720
3229	12402	12716
3230	12405	12713
3231	12409	12709
3232	12414	12706
3233	12418	12703
3234	12422	12699
3235	12425	12694
3236	12430	12691
3237	12434	12688
3238	12439	12684
3239	12443	12681
3240	12447	12678
3241	12451	12674
3242	12455	12670
3243	12459	12666
3244	12463	12663
3245	12467	12659
3246	12472	12656
3247	12475	12652
