iter	RMSE
387	2951.502493
388	2950.113828
389	2949.156171
390	2948.043295
391	2946.780827
392	2945.664504
393	2944.481342
394	2944.085605
395	2943.525355
396	2942.461564
397	2941.318536
398	2941.00524
399	2939.696156
400	2938.319345
401	2937.572249
402	2937.140108
403	2935.956057
404	2935.231513
405	2934.261363
406	2933.658691
407	2932.695034
408	2931.881318
409	2930.768954
410	2929.79763
411	2929.003382
412	2928.69992
413	2927.520048
414	2927.159893
415	2926.850987
416	2925.84487
417	2924.537788
418	2923.411461
419	2923.057476
420	2921.900513
421	2920.880913
422	2919.498099
423	2919.093315
424	2918.278728
425	2917.097892
426	2916.756012
427	2915.702862
428	2914.49757
429	2914.219283
430	2912.89041
431	2911.967335
432	2911.693549
433	2910.017072
434	2909.170498
435	2907.789427
436	2907.519805
437	2906.150749
438	2905.771099
439	2905.067963
440	2904.027657
441	2902.823493
442	2901.459458
443	2900.552434
444	2898.994387
445	2897.712787
446	2896.700231
447	2895.369285
448	2893.849721
449	2893.530383
450	2892.319733
451	2892.060776
452	2890.872505
453	2890.028324
454	2889.265368
455	2888.438126
456	2887.39207
457	2887.136958
458	2886.220449
459	2885.368794
460	2884.419203
461	2883.624922
462	2882.770218
463	2881.356838
464	2880.203102
465	2879.488093
466	2879.236243
467	2878.19989
468	2877.140806
469	2876.054321
470	2875.110582
471	2874.862483
472	2873.45695
473	2873.21285
474	2872.972882
475	2871.310975
476	2870.526195
477	2869.632665
478	2868.82406
479	2867.911287
480	2867.29507
481	2866.504666
482	2865.26192
483	2864.477719
484	2863.156776
485	2862.92026
486	2862.340404
487	2860.586713
488	2860.353986
489	2859.453548
490	2859.224732
491	2858.389935
492	2857.476883
493	2856.553138
494	2855.511477
495	2854.258712
496	2853.412232
497	2853.186647
498	2851.669545
499	2850.489967
500	2849.760141
501	2848.834457
502	2847.958352
503	2847.355683
504	2846.812476
505	2845.845054
506	2845.62251
507	2844.837774
508	2844.618913
509	2843.795926
510	2842.780411
511	2841.792113
512	2840.944881
513	2840.754688
514	2839.837546
515	2838.639816
516	2838.11796
517	2837.430545
518	2836.699506
519	2835.80044
520	2835.085504
521	2834.259883
522	2833.325101
523	2832.40233
524	2832.188262
525	2831.383898
526	2830.497016
527	2829.540161
528	2828.86335
529	2827.807623
530	2827.596551
531	2826.705994
532	2826.192194
533	2826.008565
534	2825.131972
535	2823.859726
536	2823.064624
537	2822.359072
538	2821.269267
539	2820.604446
540	2820.398756
541	2819.889256
542	2818.937124
543	2818.758333
544	2817.641933
545	2816.572645
546	2815.05924
547	2814.432549
548	2813.442832
549	2812.400731
550	2811.554471
551	2810.767876
552	2809.987131
553	2809.786501
554	2809.342284
555	2809.168119
556	2808.57081
557	2807.933712
558	2807.03483
559	2806.203768
560	2805.627933
561	2804.811923
562	2803.866088
563	2802.867428
564	2802.67204
565	2802.235912
566	2801.108742
567	2800.130897
568	2799.961153
569	2799.095068
570	2798.562084
571	2797.78716
572	2796.853331
573	2795.909218
574	2795.218456
575	2794.487887
576	2793.801061
577	2793.376184
578	2792.416344
579	2791.541214
580	2791.373353
581	2790.791183
582	2789.823188
583	2788.912956
584	2787.825589
585	2787.233938
586	2786.536471
587	2786.033258
588	2785.844194
589	2785.111068
590	2784.663407
591	2783.597425
592	2782.872439
593	2781.670788
594	2780.757927
595	2780.090115
596	2779.926078
597	2779.396021
598	2778.666764
599	2778.055852
600	2777.353819
601	2776.939727
602	2775.915588
603	2775.730879
604	2774.955083
605	2774.168278
606	2773.553067
607	2773.08235
608	2772.922281
609	2772.029244
610	2771.860596
611	2771.461453
612	2770.785441
613	2770.097211
614	2769.495299
615	2769.307455
616	2768.487706
617	2767.839617
618	2766.868928
619	2766.033625
620	2765.485797
621	2765.089069
622	2764.386098
623	2763.287388
624	2762.658419
625	2762.194468
626	2761.050611
627	2760.068599
628	2759.914084
629	2759.349513
630	2758.363629
631	2757.679426
632	2756.641086
633	2755.704184
634	2754.809271
635	2754.020122
636	2753.837091
637	2753.041518
638	2752.890751
639	2752.109914
640	2751.189777
641	2750.80749
642	2749.696558
643	2749.096026
644	2748.428675
645	2747.224676
646	2746.329476
647	2745.68017
648	2744.70759
649	2744.064547
650	2743.452497
651	2742.707001
652	2742.260133
653	2741.376679
654	2741.198006
655	2740.647258
656	2739.993278
657	2739.593131
658	2738.915705
659	2738.767936
660	2738.622367
661	2737.892719
662	2737.140136
663	2736.029348
664	2735.242411
665	2734.377511
666	2733.620347
667	2733.125859
668	2732.299394
669	2731.820392
670	2731.054845
671	2730.701585
672	2729.909471
673	2729.328609
674	2728.799175
675	2728.250193
676	2728.043752
677	2726.806238
678	2725.919982
679	2725.235601
680	2724.692363
681	2724.125358
682	2723.983214
683	2723.514006
684	2722.65074
685	2721.644811
686	2720.818228
687	2720.473233
688	2719.870027
689	2719.534625
690	2718.813269
691	2718.207164
692	2718.037321
693	2717.267044
694	2716.830505
695	2716.042237
696	2715.495334
697	2714.986717
698	2714.316453
699	2713.312696
700	2712.494036
701	2712.355215
702	2711.515122
703	2710.98572
704	2710.612262
705	2709.684637
706	2709.489773
707	2708.705039
708	2708.136959
709	2707.673587
710	2707.537961
711	2707.110974
712	2706.181038
713	2705.347714
714	2704.357853
715	2703.957915
716	2703.479737
717	2702.955384
718	2702.608453
719	2701.834958
720	2700.793541
721	2699.92519
722	2699.328694
723	2698.792876
724	2698.056762
725	2697.398601
726	2696.406069
727	2695.680292
728	2695.087654
729	2694.297954
730	2693.941381
731	2693.208289
732	2692.395136
733	2691.646891
734	2690.664838
735	2690.530444
736	2689.720352
737	2689.057274
738	2688.833606
739	2688.640593
740	2688.227799
741	2687.683583
742	2686.818044
743	2686.104009
744	2685.4823
745	2684.709344
746	2684.257424
747	2683.699865
748	2683.1723
749	2682.61581
750	2681.770429
751	2680.999331
752	2680.386806
753	2679.485991
754	2678.631059
755	2678.278262
756	2678.147521
757	2677.80445
758	2677.242592
759	2676.92865
760	2676.657677
761	2676.426559
762	2676.051981
763	2675.697755
764	2675.513636
765	2675.313108
766	2675.004393
767	2674.645399
768	2673.920452
769	2673.531144
770	2673.156028
771	2672.81919
772	2672.102787
773	2671.38471
774	2670.848343
775	2670.324471
776	2669.904785
777	2669.176894
778	2668.747049
779	2667.731068
780	2666.917167
781	2666.252513
782	2665.381558
783	2664.709704
784	2664.132488
785	2663.470998
786	2662.525388
787	2662.032299
788	2661.183691
789	2660.750668
790	2660.307525
791	2660.130327
792	2659.513391
793	2659.387631
794	2658.748497
795	2657.982788
796	2657.124093
797	2656.55469
798	2655.877637
799	2655.316228
800	2654.78084
801	2653.720827
802	2653.22378
803	2652.755811
804	2651.906424
805	2651.438653
806	2650.954806
807	2650.435311
808	2649.715364
809	2649.5909
810	2649.206336
811	2648.630753
812	2647.964381
813	2647.501013
814	2646.836829
815	2646.481155
816	2645.836923
817	2645.443454
818	2644.845158
819	2643.975302
820	2643.060392
821	2642.937542
822	2642.235866
823	2641.834639
824	2641.08098
825	2640.223447
826	2640.027117
827	2639.385852
828	2638.944389
829	2638.431038
830	2637.952946
831	2637.263269
832	2636.89179
833	2636.189957
834	2635.55872
835	2635.048763
836	2634.748479
837	2634.084402
838	2633.57368
839	2633.452653
840	2632.931213
841	2632.353781
842	2632.23406
843	2631.446147
844	2631.093625
845	2630.165341
846	2629.428934
847	2629.048526
848	2628.681511
849	2628.243112
850	2627.684082
851	2627.22502
852	2626.645119
853	2626.288755
854	2625.671327
855	2625.260456
856	2625.142063
857	2624.684317
858	2624.33441
859	2623.219477
860	2622.532669
861	2621.948862
862	2620.901215
863	2620.270542
864	2619.544598
865	2619.073394
866	2618.713307
867	2618.066267
868	2617.475185
869	2616.931515
870	2616.284235
871	2616.167031
872	2615.827209
873	2615.534649
874	2614.705069
875	2614.127104
876	2613.717935
877	2613.247807
878	2613.132212
879	2612.775826
880	2612.310286
881	2611.878126
882	2611.185131
883	2610.325408
884	2609.79002
885	2609.281603
886	2608.953295
887	2608.839107
888	2608.268978
889	2607.526608
890	2606.983115
891	2606.635822
892	2606.290757
893	2605.607055
894	2604.989037
895	2604.438567
896	2604.32555
897	2603.901732
898	2603.339371
899	2603.076669
900	2602.492697
901	2602.004577
902	2601.63736
903	2601.525727
904	2601.050551
905	2600.285868
906	2599.596151
907	2599.045853
908	2598.491714
909	2598.188572
910	2597.243307
911	2596.737902
912	2595.976783
913	2595.80809
914	2595.513116
915	2594.923223
916	2594.434882
917	2594.325706
918	2593.875456
919	2593.518839
920	2593.044825
921	2592.670745
922	2592.40972
923	2592.051268
924	2591.389445
925	2590.616163
926	2589.841462
927	2589.24687
928	2588.764702
929	2588.431799
930	2587.996182
931	2587.562678
932	2586.980765
933	2586.815846
934	2586.507783
935	2585.935585
936	2585.131462
937	2584.361669
938	2584.011613
939	2583.560979
940	2583.453318
941	2582.922841
942	2582.50602
943	2582.399825
944	2581.935992
945	2581.593672
946	2581.25426
947	2580.962229
948	2580.523474
949	2580.275434
950	2579.917264
951	2579.281296
952	2578.993773
953	2578.432775
954	2577.807839
955	2577.403038
956	2577.219239
957	2576.729728
958	2576.422242
959	2575.807844
960	2575.141777
961	2574.59006
962	2574.080913
963	2573.710627
964	2573.273787
965	2572.728531
966	2572.623685
967	2572.058125
968	2571.367234
969	2570.736815
970	2570.28409
971	2569.881265
972	2569.611468
973	2569.176462
974	2568.911719
975	2568.235583
976	2567.883957
977	2567.564645
978	2567.176749
979	2566.865674
980	2566.609737
981	2566.32672
982	2565.994126
983	2565.412909
984	2565.113832
985	2564.650705
986	2564.161704
987	2563.711201
988	2563.36233
989	2563.099499
990	2562.920153
991	2562.648364
992	2561.77237
993	2561.173841
994	2560.928097
995	2560.640347
996	2560.340013
997	2559.573475
998	2559.336104
999	2559.04318
1000	2558.599082
1001	2558.023851
1002	2557.625286
1003	2557.335304
1004	2556.813667
1005	2556.709796
1006	2556.461202
1007	2555.864216
1008	2555.225649
1009	2554.741007
1010	2554.236296
1011	2553.750207
1012	2553.345173
1013	2552.54911
1014	2552.088202
1015	2551.509041
1016	2551.277303
1017	2550.91228
1018	2550.809602
1019	2550.582248
1020	2550.311453
1021	2550.068729
1022	2549.566923
1023	2549.25607
1024	2548.850928
1025	2548.602104
1026	2548.409155
1027	2547.938401
1028	2547.37432
1029	2547.171231
1030	2546.864615
1031	2546.522245
1032	2546.12085
1033	2546.019236
1034	2545.512007
1035	2545.170751
1036	2544.511355
1037	2544.128214
1038	2543.600639
1039	2542.855
1040	2542.444239
1041	2541.586503
1042	2541.03636
1043	2540.654979
1044	2539.969617
1045	2539.589153
1046	2539.194182
1047	2538.61203
1048	2538.511424
1049	2538.154488
1050	2537.782452
1051	2537.324393
1052	2537.022561
1053	2536.479031
1054	2536.236665
1055	2536.071727
1056	2535.972856
1057	2535.558837
1058	2535.241577
1059	2534.707394
1060	2534.364313
1061	2534.010469
1062	2533.456074
1063	2532.892889
1064	2532.256155
1065	2532.030355
1066	2531.344948
1067	2531.172408
1068	2530.731471
1069	2530.387576
1070	2529.872234
1071	2529.556526
1072	2529.058145
1073	2528.635825
1074	2528.224584
1075	2527.516465
1076	2527.126956
1077	2527.029003
1078	2526.774723
1079	2526.012572
1080	2525.614438
1081	2525.248839
1082	2524.943058
1083	2524.302827
1084	2523.898508
1085	2523.741865
1086	2523.198707
1087	2522.388942
1088	2522.103135
1089	2521.404631
1090	2520.826107
1091	2520.50126
1092	2519.870824
1093	2519.607169
1094	2519.365843
1095	2518.93081
1096	2518.542609
1097	2517.962648
1098	2517.317777
1099	2517.03439
1100	2516.669272
1101	2515.797662
1102	2515.63069
1103	2514.87047
1104	2514.207857
1105	2513.783611
1106	2513.68729
1107	2512.861073
1108	2512.697095
1109	2512.303314
1110	2511.980782
1111	2511.544682
1112	2511.249317
1113	2510.823197
1114	2510.577047
1115	2510.159916
1116	2509.663816
1117	2509.266403
1118	2508.926726
1119	2508.41247
1120	2508.013956
1121	2507.588467
1122	2507.255373
1123	2507.160156
1124	2506.948258
1125	2506.673152
1126	2506.353759
1127	2505.851228
1128	2505.392512
1129	2505.072991
1130	2504.978944
1131	2504.51804
1132	2504.278881
1133	2503.830434
1134	2503.642463
1135	2503.379126
1136	2502.995757
1137	2502.752081
1138	2502.480999
1139	2502.219585
1140	2502.126661
1141	2501.837809
1142	2501.323722
1143	2500.772162
1144	2500.440138
1145	2500.001301
1146	2499.626036
1147	2499.245478
1148	2498.872077
1149	2498.470339
1150	2497.751065
1151	2497.366279
1152	2497.064589
1153	2496.972856
1154	2496.578566
1155	2495.923995
1156	2495.250447
1157	2494.908658
1158	2494.359989
1159	2494.030951
1160	2493.537767
1161	2493.358209
1162	2492.99542
1163	2492.654958
1164	2492.491205
1165	2492.121814
1166	2491.596083
1167	2490.915535
1168	2490.568725
1169	2490.343387
1170	2490.103144
1171	2489.547063
1172	2489.053624
1173	2488.737052
1174	2488.280905
1175	2487.83628
1176	2487.566062
1177	2487.053877
1178	2486.963324
1179	2486.634908
1180	2486.18619
1181	2485.992823
1182	2485.74322
1183	2485.653784
1184	2485.277245
1185	2484.729051
1186	2484.372824
1187	2483.911403
1188	2483.693315
1189	2483.303937
1190	2482.961284
1191	2482.872907
1192	2482.651331
1193	2482.385545
1194	2481.98052
1195	2481.816672
1196	2481.729352
1197	2481.159301
1198	2480.344511
1199	2480.132782
1200	2479.80441
1201	2479.314298
1202	2478.93621
1203	2478.260287
1204	2477.837067
1205	2477.477557
1206	2476.889826
1207	2476.540148
1208	2476.057546
1209	2475.768531
1210	2475.184023
1211	2474.860307
1212	2474.261217
1213	2473.619216
1214	2473.391091
1215	2472.746103
1216	2472.402156
1217	2472.108355
1218	2471.962663
1219	2471.706604
1220	2471.370424
1221	2471.152064
1222	2471.065798
1223	2470.686687
1224	2470.375617
1225	2469.969131
1226	2469.743767
1227	2469.320353
1228	2469.083906
1229	2468.795777
1230	2468.557611
1231	2468.198745
1232	2468.113455
1233	2467.77649
1234	2467.185945
1235	2466.672486
1236	2466.27936
1237	2465.637628
1238	2465.331577
1239	2464.847063
1240	2464.687655
1241	2464.531905
1242	2464.379818
1243	2464.295442
1244	2464.049901
1245	2463.655918
1246	2463.452997
1247	2463.069303
1248	2462.859842
1249	2462.690803
1250	2462.52751
1251	2462.340085
1252	2462.195642
1253	2462.018728
1254	2461.8364
1255	2461.674874
1256	2461.484338
1257	2460.983439
1258	2460.845054
1259	2460.487364
1260	2460.079903
1261	2459.956954
1262	2459.411816
1263	2458.989886
1264	2458.517651
1265	2458.230903
1266	2457.567071
1267	2457.120919
1268	2456.820212
1269	2456.385586
1270	2456.21604
1271	2456.008362
1272	2455.645188
1273	2455.33631
1274	2455.16156
1275	2454.804776
1276	2454.369076
1277	2454.184013
1278	2453.522342
1279	2453.43864
1280	2453.088055
1281	2452.807693
1282	2452.424245
1283	2451.980389
1284	2451.53602
1285	2451.164237
1286	2450.867676
1287	2450.784895
1288	2450.37597
1289	2450.031034
1290	2449.397589
1291	2449.206987
1292	2448.800282
1293	2448.483968
1294	2448.078243
1295	2447.870991
1296	2447.20182
1297	2446.816417
1298	2446.492366
1299	2446.069078
1300	2445.987112
1301	2445.601
1302	2445.142711
1303	2444.776348
1304	2444.492628
1305	2444.252681
1306	2443.987592
1307	2443.709389
1308	2443.511234
1309	2443.290348
1310	2442.725564
1311	2442.45776
1312	2442.029841
1313	2441.496586
1314	2441.014356
1315	2440.608237
1316	2440.247971
1317	2439.619648
1318	2439.263158
1319	2438.880006
1320	2438.375085
1321	2438.021499
1322	2437.638554
1323	2437.224379
1324	2436.952335
1325	2436.588592
1326	2436.432029
1327	2436.185708
1328	2436.104241
1329	2435.646495
1330	2435.319487
1331	2435.090205
1332	2434.877823
1333	2434.402129
1334	2434.086955
1335	2433.708501
1336	2433.21682
1337	2432.868168
1338	2432.440453
1339	2432.359766
1340	2432.125193
1341	2431.674386
1342	2431.479428
1343	2431.399593
1344	2431.080253
1345	2430.666676
1346	2430.256393
1347	2429.977148
1348	2429.577805
1349	2429.294395
1350	2428.977362
1351	2428.700792
1352	2428.168723
1353	2427.907613
1354	2427.607855
1355	2427.387706
1356	2427.308505
1357	2427.099925
1358	2426.863536
1359	2426.370071
1360	2425.9489
1361	2425.641533
1362	2425.217128
1363	2425.138595
1364	2424.949848
1365	2424.738899
1366	2424.440218
1367	2424.262682
1368	2424.053784
1369	2423.632465
1370	2423.34716
1371	2422.887382
1372	2422.521382
1373	2422.303371
1374	2421.938412
1375	2421.439582
1376	2421.158887
1377	2420.970717
1378	2420.771437
1379	2420.475198
1380	2419.995362
1381	2419.734686
1382	2419.656881
1383	2419.119135
1384	2418.706239
1385	2418.516603
1386	2418.183261
1387	2417.756033
1388	2417.41793
1389	2416.866325
1390	2416.406147
1391	2416.140965
1392	2415.701307
1393	2415.348765
1394	2415.044369
1395	2414.499768
1396	2414.422782
1397	2413.887537
1398	2413.473701
1399	2413.333326
1400	2412.900078
1401	2412.591743
1402	2412.238314
1403	2411.780511
1404	2411.421759
1405	2411.015914
1406	2410.832228
1407	2410.38204
1408	2410.16775
1409	2409.846066
1410	2409.769583
1411	2409.437734
1412	2408.964398
1413	2408.650695
1414	2408.349551
1415	2407.984957
1416	2407.387694
1417	2406.99378
1418	2406.810713
1419	2406.510649
1420	2406.21552
1421	2405.884782
1422	2405.571343
1423	2405.47714
1424	2405.28949
1425	2405.009885
1426	2404.737428
1427	2404.661725
1428	2404.354287
1429	2404.181817
1430	2404.106901
1431	2403.85645
1432	2403.478056
1433	2403.056421
1434	2402.610702
1435	2402.310998
1436	2401.929431
1437	2401.794824
1438	2401.54916
1439	2401.310572
1440	2401.07747
1441	2400.513215
1442	2400.304058
1443	2399.865829
1444	2399.45151
1445	2399.275575
1446	2399.058411
1447	2398.792013
1448	2398.500841
1449	2398.426494
1450	2398.006906
1451	2397.462284
1452	2396.975244
1453	2396.599917
1454	2395.904441
1455	2395.770989
1456	2395.479559
1457	2395.207306
1458	2394.888553
1459	2394.758713
1460	2394.583159
1461	2394.212845
1462	2394.031129
1463	2393.693747
1464	2393.254502
1465	2392.968861
1466	2392.802404
1467	2392.371326
1468	2392.176258
1469	2392.053847
1470	2391.674397
1471	2391.531865
1472	2391.237981
1473	2390.973443
1474	2390.433101
1475	2390.19497
1476	2389.873937
1477	2389.647633
1478	2389.52694
1479	2389.066534
1480	2388.748268
1481	2388.31288
1482	2388.152171
1483	2387.942355
1484	2387.659941
1485	2387.156119
1486	2386.857362
1487	2386.418671
1488	2385.967743
1489	2385.82262
1490	2385.715347
1491	2385.599836
1492	2385.311699
1493	2384.867071
1494	2384.526413
1495	2384.408208
1496	2384.098781
1497	2383.926059
1498	2383.64548
1499	2383.226332
1500	2383.001636
1501	2382.928222
1502	2382.747895
1503	2382.665164
1504	2382.269794
1505	2381.781719
1506	2381.513934
1507	2381.11347
1508	2380.906996
1509	2380.538275
1510	2380.111643
1511	2379.557049
1512	2379.447186
1513	2379.308214
1514	2378.930467
1515	2378.328981
1516	2377.922435
1517	2377.83188
1518	2377.698226
1519	2377.368143
1520	2377.069909
1521	2376.966419
1522	2376.885026
1523	2376.73705
1524	2376.329717
1525	2376.200127
1526	2375.642287
1527	2375.45478
1528	2375.084876
1529	2374.933325
1530	2374.507234
1531	2374.25135
1532	2373.928172
1533	2373.750809
1534	2373.445826
1535	2373.100106
1536	2373.021831
1537	2372.717474
1538	2372.485495
1539	2372.10434
1540	2371.937614
1541	2371.594076
1542	2371.069514
1543	2370.692288
1544	2370.324771
1545	2369.864054
1546	2369.645769
1547	2369.30195
1548	2369.081848
1549	2368.766562
1550	2368.327739
1551	2368.096222
1552	2367.952092
1553	2367.657645
1554	2367.439908
1555	2367.149045
1556	2366.915762
1557	2366.559949
1558	2366.022625
1559	2365.654143
1560	2365.480955
1561	2365.40645
1562	2365.136598
1563	2364.937082
1564	2364.645074
1565	2364.291346
1566	2364.053895
1567	2363.707621
1568	2363.229865
1569	2363.02417
1570	2362.64919
1571	2362.427289
1572	2362.193324
1573	2361.914385
1574	2361.623595
1575	2361.179481
1576	2360.858296
1577	2360.552353
1578	2360.277732
1579	2359.951696
1580	2359.658892
1581	2359.25516
1582	2358.837092
1583	2358.661766
1584	2358.50965
1585	2358.123205
1586	2357.936558
1587	2357.512867
1588	2357.331012
1589	2357.05059
1590	2356.874121
1591	2356.367944
1592	2356.194055
1593	2355.772814
1594	2355.436039
1595	2355.365448
1596	2355.068201
1597	2354.794588
1598	2354.555555
1599	2354.340491
1600	2353.81876
1601	2353.456155
1602	2353.23494
1603	2352.922562
1604	2352.664781
1605	2352.365875
1606	2352.032766
1607	2351.962905
1608	2351.706688
1609	2351.401217
1610	2351.188963
1611	2351.027771
1612	2350.626125
1613	2350.462931
1614	2350.204995
1615	2349.865965
1616	2349.796638
1617	2349.593717
1618	2349.457725
1619	2349.069221
1620	2348.619886
1621	2348.359866
1622	2348.090485
1623	2347.568466
1624	2347.397122
1625	2347.291374
1626	2346.992195
1627	2346.923509
1628	2346.624511
1629	2346.474022
1630	2346.25206
1631	2345.99957
1632	2345.712932
1633	2345.283255
1634	2345.135659
1635	2344.849492
1636	2344.781347
1637	2344.500106
1638	2344.241973
1639	2343.895676
1640	2343.642312
1641	2343.352088
1642	2343.258936
1643	2343.053682
1644	2342.82995
1645	2342.672546
1646	2342.431112
1647	2342.101857
1648	2341.862905
1649	2341.795205
1650	2341.525009
1651	2341.244499
1652	2340.943797
1653	2340.651908
1654	2340.401493
1655	2339.940814
1656	2339.75158
1657	2339.66013
1658	2339.593134
1659	2339.451711
1660	2339.170881
1661	2338.889504
1662	2338.517506
1663	2338.267334
1664	2338.066696
